filename,damaged,open,sealed,plastic_wrap,non_package
-1-_jpg.rf.rqroXFpMqCaXOeGCwkXR.jpg,1,1,1,0,0
-106_jpg.rf.ifYcqNU35ImQXM8OnSlG.jpg,0,0,1,0,0
-121_jpg.rf.vWxmogmCGydtIjBPeOHz.jpg,0,0,1,0,0
-186_jpg.rf.eT9bcrBm4yRapfbDlkV8.jpg,0,0,1,0,0
-2-_jpg.rf.ky8keKqfMmDP07EigFgg.jpg,0,0,1,0,0
-327_jpg.rf.LI1pP2NeIIU1oVLfygXp.jpg,0,0,1,0,0
-4-_jpg.rf.pAk8fnUKSvft7Lc80w79.jpg,1,1,1,0,0
-5-_jpg.rf.NHOlaIHfBdK3fHmooL3C.jpg,1,1,1,0,0
-7-_jpg.rf.IM5nBdxMxALhy5NOy6lZ.jpg,1,1,0,0,0
-_-20210307_230302_jpg.rf.kDnJWtAsF2pUMwZ6I1dJ.jpg,0,0,1,0,0
000010_jpg.rf.Xe3PRdigUIDnMA0bGKWr.jpg,0,0,1,0,0
000011_jpg.rf.RXAMpBE67bOL7HgsAZ68.jpg,0,0,1,0,0
001_jpg.rf.Ns516TWysub3lgOb3UHg.jpg,0,0,1,0,0
008054_3L1_jpg.rf.mLm6kRu3jScFWHj9xFLB.jpg,0,0,1,0,0
0149f6554bbad8000001bf7233a064-jpg-1_jpg.rf.UP2bJsz758NQbOLsvdtg.jpg,0,0,1,0,0
014_1fe689ce_jpg.rf.XCHIatp6xpbKepBNxCsj.jpg,0,0,1,0,0
0166905983eb2f00000021293425f2-png-1_png_jpg.rf.UhwKFjP2Z06MRdI1KXmK.jpg,0,0,1,0,0
03a9094a5f7af6cba767de8cfb3251be_jpg.rf.qxeLSNfIDK2L274pl2Jj.jpg,1,1,1,1,0
054e373ee27f3162bc27247bd341555b_jpeg_jpg.rf.8mHGuIYoYSK2KujX9gEV.jpg,1,1,1,0,0
0_jpg.rf.iNVmTAnn2RrzVUNVKGGO.jpg,1,1,0,0,0
0bc15a0d994ffcd38ef6245878498421_res_jpeg_jpg.rf.2ZdXKn9VTcDrt4KhiZmx.jpg,1,1,1,0,0
0c2f9ace-294Booooo_jpg.rf.lebQC9NbLtdzGhKo50Ce.jpg,0,0,1,0,0
0c36a1a5c35fd9cf753950f4_png_jpg.rf.hL1nPLEVbWvdbRRQgU7L.jpg,0,0,1,0,0
0cbe20890ac27e4bdf4a726c_png_jpg.rf.ZttTWzLSiGBK274IMBBM.jpg,0,0,1,0,0
0d3b652597905356_jpg.rf.OIeJDKA21DpO36BE6ZsY.jpg,0,0,1,0,0
0d57220ca2954a94604a0473_png_jpg.rf.kUskaiuby1dt5i7gRD3W.jpg,0,0,1,0,0
0de9d5dc-194Booooox_jpg.rf.1VHUlbPxpAUviPilKLND.jpg,0,0,1,0,0
0e37119c9b040bdf4c7f6e96_png_jpg.rf.9oRH7Ohr8PFc8Q0XGXI4.jpg,0,0,1,0,0
0e8a95acc04b1467d6d1a92d_png_jpg.rf.1OS7p9cTtjnjj4uCjG7e.jpg,0,0,1,0,0
0f1d400e-80Booooox_jpg.rf.IZkpjyubpBisL7WBn1jQ.jpg,0,0,1,0,0
10-jpg__jpg-jpganti-clockwise_jpg.rf.BiO3ttONrO3Sr68Aft4U.jpg,0,0,0,0,0
101-jpg__jpg-jpganti-clockwise_jpg.rf.oHi3Uqm2c8adf32mcPFB.jpg,1,0,1,0,0
101_jpg.rf.C8ShGCmnqexEUBeTSVxw.jpg,1,1,1,0,0
102_jpg.rf.5isJyF9BYHosE02yo5hI.jpg,1,1,1,0,0
103_jpg.rf.pAvhoXNNCLSYujL14QMh.jpg,1,1,1,0,0
105_jpg.rf.DYMvWS617ed8KkKSwgEm.jpg,1,1,1,0,0
106_jpg.rf.gOfcQTYkkFigocAeF9p6.jpg,1,1,0,0,0
107_jpg.rf.7L8oUrUZNKB6PokvrDMl.jpg,1,1,1,0,0
108_jpg.rf.VwuSt5qpYF9EtBgBny8t.jpg,1,1,1,0,0
1099_jpg.rf.29adE0LgAAKrVnRGYnpp.jpg,0,0,1,0,0
10_jpg.rf.3ZJVWngP130cWFnfdBtS.jpg,0,0,0,0,0
10_jpg.rf.5KaERXjgAADm2I60w7i3.jpg,0,0,0,0,0
10_jpg.rf.lx3CSCk4bJ4mJVqpoBS5.jpg,1,0,1,0,0
10_jpg.rf.wSIjpauHoAD8LFuFyOUe.jpg,0,0,0,0,0
111_jpg.rf.X0COPEVuop8irqr7D05P.jpg,0,0,1,0,0
112_jpg.rf.8gwcHwupLBzW4QLWxsDi.jpg,1,1,0,1,0
112_jpg.rf.forSDGZ0RqlIRz6ZUHCH.jpg,0,0,0,0,0
113046802_1_1580441340_w360_webp_jpg.rf.FNBOxfBDJizQJJtnSlZ9.jpg,0,0,1,0,0
113_jpg.rf.Hyh8L5n5pEg70TAKje4H.jpg,1,1,1,0,0
113_jpg.rf.M7T7E3zniyeedQaq69AM.jpg,0,0,1,0,0
114_jpg.rf.4S7vdgztxZZBU1T330Rk.jpg,0,0,1,0,0
114_jpg.rf.quB7FevZQu6rqjUBhUJm.jpg,1,0,1,0,0
115_jpg.rf.RJoRh0u3mfD931lHeqop.jpg,0,0,1,0,0
116_jpg.rf.rDESNjAuJ2IK8mJN6lHM.jpg,1,1,1,0,0
116_jpg.rf.sxe5EPfjkivMp8R0VcTW.jpg,0,0,1,0,0
117_jpg.rf.UHDRIC9FQYDfzW9DnLqb.jpg,1,1,0,0,0
118_jpg.rf.ngUxirXnm6r6qsKuDxj6.jpg,1,0,0,0,0
119-jpg__jpg-jpganti-clockwise_jpg.rf.B1GXDUOnGz4IP4cIm47U.jpg,1,1,0,0,0
119-jpg__jpg-jpganti-clockwise_jpg.rf.FlucdxObNEUmUXQADsIH.jpg,1,1,0,0,0
119_jpg.rf.OVqb9llDUdeAtaAFzZSP.jpg,1,1,1,0,0
11_jpg.rf.yor8k2X4TlknbOOXbBJk.jpg,1,1,0,0,0
120-png__jpg_jpg.rf.ZLZIeQkSpu54H6FuwiFG.jpg,1,0,1,0,0
120-png__jpg_jpg.rf.ZfWRYvNxjwoUmw14Av2M.jpg,1,0,1,0,0
120-png__jpg_jpg.rf.tWgQzIc7mLriVni4HeOT.jpg,1,0,1,0,0
121_jpg.rf.f9pieaIR3PDi0L4QKTZg.jpg,1,1,1,1,0
122_jpg.rf.5REgyppMCnEHSQTFpRmO.jpg,1,0,1,0,0
123-jpg__jpg-jpganti-clockwise-1-_jpg.rf.McG25F8hlEW2zjc4TZVp.jpg,1,1,1,0,0
123_jpg.rf.8RziwMNOsTjeNaFAvvtJ.jpg,1,1,0,0,0
124_jpg.rf.P65VFCdSRhgu4aqRnUfh.jpg,1,0,1,0,0
125-jpg__jpg-jpganti-clockwise_jpg.rf.QvajJ06fzRlbvMjtp6wY.jpg,1,0,1,0,0
125-jpg__jpg-jpganti-clockwise_jpg.rf.TsHrDicXgoj03oWocPuO.jpg,1,0,1,0,0
125-jpg__jpg-jpganti-clockwise_jpg.rf.XL9QlxSi0a3GlBeGhVyn.jpg,1,0,1,0,0
125_jpg.rf.8MDdIsIWNhXLWatJyWZf.jpg,1,1,0,0,0
126_jpg.rf.EulvUb9FCjglxpWu2S6T.jpg,1,1,1,0,0
127_jpg.rf.XgeYKfZOnQJk7gdYEyk4.jpg,1,1,1,0,0
128_jpg.rf.dwraYY8ju3pqKuk9hVOC.jpg,1,1,1,0,0
12_jpg.rf.peO5DBoUJTZjhbrHfwaP.jpg,1,1,1,0,0
130_jpg.rf.D0ZZGoWd0v6Lfs5HFxC9.jpg,1,1,1,0,0
131088_aefa96fea3a4baa73b02343a333ef6af_v150-1-_jpg.rf.ZHvyVSAal3vzBoPh2wK6.jpg,1,1,0,0,0
131_jpg.rf.1tmTWA6HPMCrS1cJXYU2.jpg,1,1,1,0,0
138-jpg__jpg-jpganti-clockwise_jpg.rf.2pu82GFtwJJaiRlGqZvZ.jpg,1,1,1,0,0
138-jpg__jpg-jpganti-clockwise_jpg.rf.EnuJik6wy5cRPMujqPcP.jpg,1,1,1,0,0
138-jpg__jpg-jpganti-clockwise_jpg.rf.WSRHSCrPu4jKORtrBpt7.jpg,1,1,1,0,0
13_jpg.rf.tU49UdKtYrep9Q3pHg8d.jpg,1,1,0,0,0
14-webp__jpg_jpg.rf.8LM9nrHIqmXzuAetQbPZ.jpg,1,1,1,0,0
148-jpg__jpg_jpg.rf.wZRYElb16SYu7mxEr2G3.jpg,1,0,1,0,0
14_jpg.rf.BUWKDWyyh7W2q0rGV7Qm.jpg,1,1,0,0,0
14_jpg.rf.kqU5aKURrXmfc9oYZaIj.jpg,0,0,1,0,0
1514946130258s0_jpg.rf.iXVHz9MRNUg9504ruZOf.jpg,0,0,1,0,0
1515214745709_jpg.rf.diaIS265P4JPEHaNOUqL.jpg,0,0,1,0,0
1520164825714_jpg.rf.SeHN5XVfH6GwjGVoGVCJ.jpg,1,0,1,0,0
1549946133206m0_jpg.rf.HFFdFHXog2xcfDG9EXth.jpg,0,0,1,0,0
1552029774282i0_jpg.rf.SV5j0Zr0ydataUdtZgvm.jpg,0,0,1,0,0
155_jpg.rf.47AXmvTEI0eBboR81ZPN.jpg,0,0,1,0,0
155_jpg.rf.UxBKLMEPgC3Alya1jakb.jpg,1,1,0,1,0
157-jpg__jpg-jpganti-clockwise_jpg.rf.hq2kj5yas9in2p9LvA58.jpg,0,0,1,0,0
1585122619935_jpg.rf.zEYGa1slJkGAG80lxIha.jpg,0,0,1,0,0
1591245072484s0_jpg.rf.m6SEOhUBDTDWgJUQ32E1.jpg,0,0,0,0,0
159_jpg.rf.ytlUZjALbVo5EsZJiSBC.jpg,0,0,0,0,0
15_jpg.rf.ElyB5IVBtbyyvR9QtsaB.jpg,1,1,1,0,0
15_jpg.rf.spmziXE7XXKKxDI9VQDz.jpg,0,0,1,0,0
160_jpg.rf.7JJHSMk4CpZhw7eVGfpk.jpg,0,0,0,0,0
1614242557136m2_jpg.rf.SV4MVgrh45TYAtrgMCFz.jpg,0,0,1,0,0
161_jpg.rf.S8uZSJKtu7oaJpB1lLkT.jpg,0,0,1,0,0
162-jpg__jpg_jpg.rf.NgUAjD71wysEjSORRhym.jpg,1,0,1,0,0
162-jpg__jpg_jpg.rf.a4fK38OOmKWtohbD0HZ4.jpg,1,0,1,0,0
162-jpg__jpg_jpg.rf.qryUju27UTi4cczUWb4j.jpg,1,0,1,0,0
162_jpg.rf.riqmyoycOixxwJ1fVEhY.jpg,0,0,1,0,0
163_jpg.rf.BAJ9sL8bgd3SX5MCnUDi.jpg,0,0,0,0,0
164_jpg.rf.gIehsHLlZ0JqC8E9HFSu.jpg,0,0,1,0,0
1658923148469m0_jpg.rf.JkTmJzafr3Jqu7IMKQhM.jpg,0,0,0,0,0
165_jpg.rf.otCPftVS3B1aqZkQ6tzU.jpg,0,0,1,0,0
166_jpg.rf.bJ2GfaXxyrGAoQjr5uqo.jpg,0,0,1,0,0
166_jpg.rf.wtdOxsXKRFAgquHbw5EG.jpg,1,0,1,0,0
167_jpg.rf.i2jqjAt2nNFYfb3LoqlF.jpg,0,0,1,0,0
168_jpg.rf.B5tOvgcQ3Vg0eBHwtRpw.jpg,0,0,0,0,0
1695199428855s0_jpg.rf.d7tmIuYW04seBmJZhvra.jpg,0,0,0,0,0
169_jpg.rf.wYBNSW4hTRIK0rtt9jKo.jpg,0,0,0,0,0
16_jpg.rf.2aLXPIOCsSOQTYJYnMLa.jpg,0,0,1,0,0
16_jpg.rf.LoP1lRjnkLCwouMksXRR.jpg,0,0,1,0,0
16_jpg.rf.bx0kkrvjt9vKruM1VBok.jpg,1,1,1,0,0
177_jpg.rf.Pc2UDpj3CG3db1ZRWped.jpg,1,1,1,0,0
17_jpg.rf.EKjDs0dQ9649CojP8zSc.jpg,0,0,1,0,0
17_jpg.rf.x37eP9QfeBF8rrpAkRlc.jpg,1,1,0,0,0
180-jpg__jpg_jpg.rf.3N7AthdI4jt9TMhLSDNh.jpg,1,1,0,0,0
186-jpg__jpg_jpg.rf.UW0YfN7uKkyxnjcfBCii.jpg,1,0,1,0,0
186-jpg__jpg_jpg.rf.pXeCMmvgaKoDg25Id6D8.jpg,1,0,1,0,0
186-jpg__jpg_jpg.rf.zKxaQ8izaR4mYLciEOtC.jpg,1,0,1,0,0
188_jpg.rf.zHwTMn54R6gwIXTL36Hb.jpg,1,1,1,0,0
18_jpg.rf.HfWUKOuipF8zPsBAGfg8.jpg,0,0,1,0,0
18_jpg.rf.UE0lkGcP4ibrA4oZcvUo.jpg,1,0,1,0,0
18_jpg.rf.iusUgtQiq3G5vJD3RPEX.jpg,1,1,1,0,0
18_jpg.rf.mmr1doqv7E192dzA9bHa.jpg,1,1,1,0,0
18_jpg.rf.xoGHGJAlNCeivF8txkAJ.jpg,1,0,1,0,0
19-jpg__jpg_jpg.rf.4DLFbcT19wWdrTrlORf1.jpg,1,1,1,0,0
19-jpg__jpg_jpg.rf.jG6WeCVqE7ufkr9Clmc7.jpg,1,1,1,0,0
19-jpg__jpg_jpg.rf.oZZ0RhbmPNR2NKv7rOPK.jpg,1,1,1,0,0
190-jpg__jpg-jpganti-clockwise_jpg.rf.Mr0rQ3jpAI31L9GpsWg2.jpg,0,0,1,0,0
190-jpg__jpg-jpganti-clockwise_jpg.rf.jVMbUZ02Pp3WyI6o1BtS.jpg,0,0,1,0,0
190-jpg__jpg-jpganti-clockwise_jpg.rf.kTj81wqIxG7RvuH1Pcs7.jpg,0,0,1,0,0
198-jpg__jpg_jpg.rf.WOzvygbOHVe7xlCzS5Uk.jpg,1,1,0,0,0
198-jpg__jpg_jpg.rf.jni3cZgM8akR8onC8mDp.jpg,0,1,0,0,0
198-jpg__jpg_jpg.rf.rEM6hSO781DyYkXTBHZ2.jpg,1,1,0,0,0
199_jpg.rf.iJl8DhYSzgosziZMOlBl.jpg,1,0,1,0,0
19_jpg.rf.9I0gh8ZVTkpYd98QOARl.jpg,1,1,1,0,0
1_jpg.rf.Nyts2dU3Z9hFU8vayg0M.jpg,0,0,1,0,0
1_jpg.rf.jK0ygKOChqME5BQOuU2c.jpg,0,0,1,0,0
1_jpg.rf.zrYUXGevbncu7HyGgHQg.jpg,1,0,1,0,0
2-jpg__jpg_jpg.rf.W0nT3AByKvhvePuVaXPu.jpg,0,0,0,0,0
2009951580_duUVSC86_31067f37c5fedcd3ed38512e8cc08a2b9ec3d6e4_jpeg_jpg.rf.kpdcGwdITVJBOJB5T9VZ.jpg,1,1,1,0,0
20140703153234356197_0_0_jpg.rf.1vNthzEfCHrjGgwmbaQj.jpg,1,1,0,0,0
20191207154303_ivikebfa_jpeg_jpg.rf.tm1ztUaQ5NyyHBTv2UUk.jpg,1,1,0,0,0
2020081118473200000079474_jpg.rf.Av6vOa762qwcKN3LLr90.jpg,0,0,0,0,0
2020102680177_0_jpg.rf.pF2TK02o4KnG4rfB27pe.jpg,0,0,1,0,0
20201219-172658_jpg.rf.Zu3bWxWqfm1hk26ItU6A.jpg,1,1,1,0,0
20220225_103259_jpg.rf.WyJKlI3hua84waIilL3l.jpg,0,0,0,0,1
20230626_140240_jpg.rf.4h8Je0JLo68zwITeCtDo.jpg,0,0,1,0,0
202401101129081231_1_JPG_jpg.rf.1d2522QmNjVQW448Gti6.jpg,0,0,1,0,0
206957168656414_jpg.rf.60VjJoQMMZmtbYWgqjTl.jpg,0,0,1,0,0
20_jpg.rf.1RDTPRh2y9eCQ3NigGLi.jpg,1,1,1,0,0
20_jpg.rf.TWMEj0T9h8F6XErhrtzL.jpg,1,1,1,0,0
20_jpg.rf.Y3QzUqARPch0YzRqS1OJ.jpg,1,1,1,0,0
20_jpg.rf.ZDRellbIr58C8iTGpr8q.jpg,0,0,1,0,0
20_jpg.rf.bem4sYhx17czmX5OaMuN.jpg,1,1,1,0,0
20c474a9-edb8-48ee-840f-b01c2f854aca_jpg.rf.lgBNleaHgzFKxjfWUZVm.jpg,0,1,0,0,0
20fe2828a58a4139a1b419a689d04886_jpg.rf.bt524GE1ebWhy9y01e7H.jpg,1,1,1,1,0
210-jpg__jpg-jpganti-clockwise_jpg.rf.xECzJlLEzmRJ2h1eUqvv.jpg,1,1,1,0,0
211_jpg.rf.1KVjkZq1txicBCkpi3G6.jpg,1,1,0,0,0
213_jpg.rf.Su78Hb9zA6CppgE98nLs.jpg,1,1,1,0,0
214_jpg.rf.D2yWvk7cAjQdf1f21pap.jpg,1,1,0,0,0
